district,mandal,season,crop,records,total_normal_area,total_actual_area,average_normal_area,average_actual_area,cultivation_share
Nagarkurnool,Urkonda,Rabi,Horse Gram,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Urkonda,Rabi,Jowar,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Urkonda,Rabi,Korra,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Urkonda,Rabi,Potato,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Urkonda,Rabi,Red Chillies,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Urkonda,Rabi,Red Gram,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Urkonda,Rabi,Safflower,2,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Urkonda,Rabi,Sesamum,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Urkonda,Rabi,Sugarcane,2,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Urkonda,Rabi,Turmeric,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Urkonda,Rabi,Wheat,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Kharif,Cotton,3,30441.0,22256.0,10147.0,7418.666666666667,0.6251685393258427
Nagarkurnool,Vangoor,Kharif,Maize,3,5602.0,7278.0,1867.3333333333333,2426.0,0.204438202247191
Nagarkurnool,Vangoor,Kharif,Red Gram,3,1711.0,2887.0,570.3333333333334,962.3333333333334,0.08109550561797753
Nagarkurnool,Vangoor,Kharif,Paddy,3,1966.0,1312.0,655.3333333333334,437.3333333333333,0.036853932584269666
Nagarkurnool,Vangoor,Kharif,Jowar,3,1184.0,850.0,394.6666666666667,283.3333333333333,0.023876404494382022
Nagarkurnool,Vangoor,Kharif,Fruit crops,1,681.0,824.0,681.0,824.0,0.02314606741573034
Nagarkurnool,Vangoor,Kharif,Vegetables,1,122.0,87.0,122.0,87.0,0.002443820224719101
Nagarkurnool,Vangoor,Kharif,Castor,3,490.0,45.0,163.33333333333334,15.0,0.0012640449438202246
Nagarkurnool,Vangoor,Kharif,Bajra,3,108.0,24.0,36.0,8.0,0.0006741573033707865
Nagarkurnool,Vangoor,Kharif,Chillies,2,0.0,22.0,0.0,11.0,0.0006179775280898876
Nagarkurnool,Vangoor,Kharif,Fodder Jowar,1,0.0,15.0,0.0,15.0,0.0004213483146067416
Nagarkurnool,Vangoor,Kharif,Black Gram,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Kharif,Cow Gram,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Kharif,Cowpea,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Kharif,Green Gram,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Kharif,Groundnut,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Kharif,Horse Gram,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Kharif,Korra,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Kharif,Onion,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Kharif,Ragi,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Kharif,Red Chillies,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Kharif,Sesamum,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Kharif,Soyabean,2,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Kharif,Sugarcane,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Kharif,Sunflower,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Groundnut,3,7104.0,4833.0,2368.0,1611.0,0.841106856943961
Nagarkurnool,Vangoor,Rabi,Paddy,3,2755.0,692.0,918.3333333333334,230.66666666666666,0.12043160459450052
Nagarkurnool,Vangoor,Rabi,Vegetables,1,67.0,87.0,67.0,87.0,0.015140967629655413
Nagarkurnool,Vangoor,Rabi,Maize,3,146.0,47.0,48.666666666666664,15.666666666666666,0.008179603202227636
Nagarkurnool,Vangoor,Rabi,Red Chillies,1,0.0,34.0,0.0,34.0,0.005917159763313609
Nagarkurnool,Vangoor,Rabi,Sunflower,3,155.0,32.0,51.666666666666664,10.666666666666666,0.005569091541942221
Nagarkurnool,Vangoor,Rabi,Chillies,2,32.0,21.0,16.0,10.5,0.0036547163243995824
Nagarkurnool,Vangoor,Rabi,Bajra,2,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Bengal Gram,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Black Gram,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Castor,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Coriander,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Cow Gram,2,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Cowpea,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Fodder Jowar,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Green Gram,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Horse Gram,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Jowar,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Korra,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Onion,2,1.0,0.0,0.5,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Potato,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Ragi,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Red Gram,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Safflower,2,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Sesamum,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Sugarcane,2,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Turmeric,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Vangoor,Rabi,Wheat,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Kharif,Cotton,3,24183.0,24617.0,8061.0,8205.666666666666,0.678752619388993
Nagarkurnool,Veldanda,Kharif,Maize,3,4227.0,6357.0,1409.0,2119.0,0.17527848240873498
Nagarkurnool,Veldanda,Kharif,Red Gram,3,1354.0,1742.0,451.3333333333333,580.6666666666666,0.048031322377853757
Nagarkurnool,Veldanda,Kharif,Jowar,3,1839.0,1708.0,613.0,569.3333333333334,0.0470938568434984
Nagarkurnool,Veldanda,Kharif,Paddy,3,1603.0,1104.0,534.3333333333334,368.0,0.03044005735083269
Nagarkurnool,Veldanda,Kharif,Fruit crops,1,518.0,387.0,518.0,387.0,0.010670563582221243
Nagarkurnool,Veldanda,Kharif,Vegetables,1,292.0,197.0,292.0,197.0,0.005431785596117789
Nagarkurnool,Veldanda,Kharif,Chillies,2,0.0,69.0,0.0,34.5,0.001902503584427043
Nagarkurnool,Veldanda,Kharif,Green Gram,3,6.0,43.0,2.0,14.333333333333334,0.0011856181758023601
Nagarkurnool,Veldanda,Kharif,Castor,3,446.0,29.0,148.66666666666666,9.666666666666666,0.0007996029557736848
Nagarkurnool,Veldanda,Kharif,Fodder Jowar,1,0.0,15.0,0.0,15.0,0.0004135877357450094
Nagarkurnool,Veldanda,Kharif,Bajra,3,60.0,0.0,20.0,0.0,0.0
Nagarkurnool,Veldanda,Kharif,Black Gram,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Kharif,Cow Gram,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Kharif,Cowpea,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Kharif,Groundnut,3,2.0,0.0,0.6666666666666666,0.0,0.0
Nagarkurnool,Veldanda,Kharif,Horse Gram,3,12.0,0.0,4.0,0.0,0.0
Nagarkurnool,Veldanda,Kharif,Korra,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Kharif,Onion,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Kharif,Ragi,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Kharif,Red Chillies,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Kharif,Sesamum,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Kharif,Soyabean,2,1.0,0.0,0.5,0.0,0.0
Nagarkurnool,Veldanda,Kharif,Sugarcane,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Kharif,Sunflower,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Rabi,Groundnut,3,4166.0,2026.0,1388.6666666666667,675.3333333333334,0.7148906139731828
Nagarkurnool,Veldanda,Rabi,Paddy,3,1508.0,605.0,502.6666666666667,201.66666666666666,0.21347918136908964
Nagarkurnool,Veldanda,Rabi,Vegetables,1,183.0,72.0,183.0,72.0,0.025405786873676783
Nagarkurnool,Veldanda,Rabi,Maize,3,144.0,39.0,48.0,13.0,0.013761467889908258
Nagarkurnool,Veldanda,Rabi,Fodder Jowar,1,108.0,26.0,108.0,26.0,0.009174311926605505
Nagarkurnool,Veldanda,Rabi,Horse Gram,3,107.0,26.0,35.666666666666664,8.666666666666666,0.009174311926605505
Nagarkurnool,Veldanda,Rabi,Castor,3,26.0,15.0,8.666666666666666,5.0,0.00529287226534933
Nagarkurnool,Veldanda,Rabi,Chillies,2,21.0,13.0,10.5,6.5,0.0045871559633027525
Nagarkurnool,Veldanda,Rabi,Onion,2,10.0,6.0,5.0,3.0,0.002117148906139732
Nagarkurnool,Veldanda,Rabi,Sunflower,3,161.0,6.0,53.666666666666664,2.0,0.002117148906139732
Nagarkurnool,Veldanda,Rabi,Bajra,2,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Rabi,Bengal Gram,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Rabi,Black Gram,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Rabi,Coriander,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Rabi,Cow Gram,2,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Rabi,Cowpea,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Rabi,Green Gram,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Rabi,Jowar,3,1.0,0.0,0.3333333333333333,0.0,0.0
Nagarkurnool,Veldanda,Rabi,Korra,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Rabi,Potato,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Rabi,Ragi,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Rabi,Red Chillies,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Rabi,Red Gram,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Rabi,Safflower,2,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Rabi,Sesamum,3,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Rabi,Sugarcane,2,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Rabi,Turmeric,1,0.0,0.0,0.0,0.0,0.0
Nagarkurnool,Veldanda,Rabi,Wheat,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Adavidevulapally,Rabi,Paddy,1,160.0,285.0,160.0,285.0,0.986159169550173
Nalgonda,Adavidevulapally,Rabi,Groundnut,1,124.0,4.0,124.0,4.0,0.01384083044982699
Nalgonda,Adavidevulapally,Rabi,Bengal Gram,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Adavidevulapally,Rabi,Black Gram,1,36.0,0.0,36.0,0.0,0.0
Nalgonda,Adavidevulapally,Rabi,Chillies,1,38.0,0.0,38.0,0.0,0.0
Nalgonda,Adavidevulapally,Rabi,Cow Gram,1,3.0,0.0,3.0,0.0,0.0
Nalgonda,Adavidevulapally,Rabi,Green Gram,1,6.0,0.0,6.0,0.0,0.0
Nalgonda,Adavidevulapally,Rabi,Horse Gram,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Adavidevulapally,Rabi,Jowar,1,13.0,0.0,13.0,0.0,0.0
Nalgonda,Adavidevulapally,Rabi,Maize,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Adavidevulapally,Rabi,Other crops,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Adavidevulapally,Rabi,Sunflower,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Kharif,Cotton,3,5186.0,10334.0,1728.6666666666667,3444.6666666666665,0.6677867528271405
Nalgonda,Advidevulapally,Kharif,Paddy,3,916.0,2539.0,305.3333333333333,846.3333333333334,0.16407108239095314
Nalgonda,Advidevulapally,Kharif,Chillies,3,737.0,1987.0,245.66666666666666,662.3333333333334,0.12840064620355413
Nalgonda,Advidevulapally,Kharif,Red Gram,3,174.0,399.0,58.0,133.0,0.025783521809369953
Nalgonda,Advidevulapally,Kharif,Green Gram,3,85.0,214.0,28.333333333333332,71.33333333333333,0.01382875605815832
Nalgonda,Advidevulapally,Kharif,Soyabean,2,0.0,2.0,0.0,1.0,0.00012924071082390953
Nalgonda,Advidevulapally,Kharif,Bajra,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Kharif,Black Gram,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Kharif,Castor,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Kharif,Ginger,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Kharif,Groundnut,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Kharif,Horse Gram,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Kharif,Jowar,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Kharif,Maize,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Kharif,Palm oil,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Kharif,Ragi,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Kharif,Sugarcane,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Kharif,Sugarcane planted,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Kharif,Sugarcane planted (harvest),2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Kharif,Sugarcane planted (sown),2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Kharif,Sugarcane ratoon,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Kharif,Sugarcane ratoon (harvest),2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Kharif,Turmeric,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Rabi,Paddy,2,0.0,1286.0,0.0,643.0,0.6294664708761625
Nalgonda,Advidevulapally,Rabi,Groundnut,1,0.0,324.0,0.0,324.0,0.15859030837004406
Nalgonda,Advidevulapally,Rabi,Ground nut,1,0.0,208.0,0.0,208.0,0.10181106216348507
Nalgonda,Advidevulapally,Rabi,Cow Gram,2,0.0,169.0,0.0,84.5,0.08272148800783162
Nalgonda,Advidevulapally,Rabi,Black Gram,2,0.0,32.0,0.0,16.0,0.01566324033284386
Nalgonda,Advidevulapally,Rabi,Green Gram,2,0.0,12.0,0.0,6.0,0.005873715124816446
Nalgonda,Advidevulapally,Rabi,Horse Gram,2,0.0,12.0,0.0,6.0,0.005873715124816446
Nalgonda,Advidevulapally,Rabi,Bajra,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Rabi,Bengal Gram,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Rabi,Castor,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Rabi,Chillies,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Rabi,Jowar,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Rabi,Maize,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Rabi,Onion,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Rabi,Red Gram,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Rabi,Sesamum,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Rabi,Sugarcane,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Rabi,Sugarcane planted (harvest),2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Rabi,Sugarcane planted (sown),2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Rabi,Sugarcane ratoon (harvest),2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Advidevulapally,Rabi,Sunflower,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Kharif,Cotton,3,25384.0,20877.0,8461.333333333334,6959.0,0.6854131783709249
Nalgonda,Anumula,Kharif,Paddy,3,11463.0,7263.0,3821.0,2421.0,0.2384516891559145
Nalgonda,Anumula,Kharif,Red Gram,3,1188.0,1405.0,396.0,468.3333333333333,0.04612758133884894
Nalgonda,Anumula,Kharif,Bajra,3,417.0,309.0,139.0,103.0,0.010144784792672116
Nalgonda,Anumula,Kharif,Black Gram,3,178.0,302.0,59.333333333333336,100.66666666666667,0.009914967661446535
Nalgonda,Anumula,Kharif,Chillies,3,332.0,195.0,110.66666666666667,65.0,0.006402048655569782
Nalgonda,Anumula,Kharif,Palm oil,3,21.0,108.0,7.0,36.0,0.0035457500246232642
Nalgonda,Anumula,Kharif,Castor,2,1.0,0.0,0.5,0.0,0.0
Nalgonda,Anumula,Kharif,Ginger,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Kharif,Green Gram,3,87.0,0.0,29.0,0.0,0.0
Nalgonda,Anumula,Kharif,Groundnut,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Kharif,Horse Gram,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Kharif,Jowar,3,65.0,0.0,21.666666666666668,0.0,0.0
Nalgonda,Anumula,Kharif,Maize,3,44.0,0.0,14.666666666666666,0.0,0.0
Nalgonda,Anumula,Kharif,Ragi,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Kharif,Soyabean,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Kharif,Sugarcane,2,1.0,0.0,0.5,0.0,0.0
Nalgonda,Anumula,Kharif,Sugarcane planted,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Kharif,Sugarcane planted (harvest),2,6.0,0.0,3.0,0.0,0.0
Nalgonda,Anumula,Kharif,Sugarcane planted (sown),2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Kharif,Sugarcane ratoon,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Kharif,Sugarcane ratoon (harvest),2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Kharif,Turmeric,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Rabi,Paddy,3,3115.0,9492.0,1038.3333333333333,3164.0,0.9696598222494637
Nalgonda,Anumula,Rabi,Sesamum,2,0.0,98.0,0.0,49.0,0.010011237102870569
Nalgonda,Anumula,Rabi,Black Gram,3,20.0,93.0,6.666666666666667,31.0,0.009500459699662888
Nalgonda,Anumula,Rabi,Ground nut,1,0.0,40.0,0.0,40.0,0.004086219225661457
Nalgonda,Anumula,Rabi,Maize,3,6.0,29.0,2.0,9.666666666666666,0.002962508938604556
Nalgonda,Anumula,Rabi,Groundnut,2,11.0,26.0,5.5,13.0,0.0026560424966799467
Nalgonda,Anumula,Rabi,Green Gram,3,0.0,11.0,0.0,3.6666666666666665,0.0011237102870569006
Nalgonda,Anumula,Rabi,Bajra,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Rabi,Bengal Gram,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Rabi,Castor,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Rabi,Chillies,3,12.0,0.0,4.0,0.0,0.0
Nalgonda,Anumula,Rabi,Cow Gram,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Rabi,Horse Gram,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Rabi,Jowar,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Rabi,Onion,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Rabi,Other crops,1,7.0,0.0,7.0,0.0,0.0
Nalgonda,Anumula,Rabi,Red Gram,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Rabi,Sugarcane,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Rabi,Sugarcane planted (harvest),2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Rabi,Sugarcane planted (sown),2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Rabi,Sugarcane ratoon (harvest),2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Anumula,Rabi,Sunflower,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Kharif,Cotton,3,26298.0,24538.0,8766.0,8179.333333333333,0.9487318280235075
Nalgonda,Chandampet,Kharif,Paddy,3,1835.0,690.0,611.6666666666666,230.0,0.026678008042066194
Nalgonda,Chandampet,Kharif,Red Gram,3,692.0,443.0,230.66666666666666,147.66666666666666,0.01712805443860192
Nalgonda,Chandampet,Kharif,Chillies,3,134.0,126.0,44.666666666666664,42.0,0.0048716362511599135
Nalgonda,Chandampet,Kharif,Bajra,3,121.0,56.0,40.333333333333336,18.666666666666668,0.0021651716671821837
Nalgonda,Chandampet,Kharif,Jowar,3,69.0,11.0,23.0,3.6666666666666665,0.00042530157748221466
Nalgonda,Chandampet,Kharif,Black Gram,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Kharif,Castor,2,35.0,0.0,17.5,0.0,0.0
Nalgonda,Chandampet,Kharif,Ginger,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Kharif,Green Gram,3,6.0,0.0,2.0,0.0,0.0
Nalgonda,Chandampet,Kharif,Groundnut,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Kharif,Horse Gram,2,1.0,0.0,0.5,0.0,0.0
Nalgonda,Chandampet,Kharif,Maize,3,24.0,0.0,8.0,0.0,0.0
Nalgonda,Chandampet,Kharif,Palm oil,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Kharif,Ragi,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Kharif,Soyabean,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Kharif,Sugarcane,2,2.0,0.0,1.0,0.0,0.0
Nalgonda,Chandampet,Kharif,Sugarcane planted,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Kharif,Sugarcane planted (harvest),2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Kharif,Sugarcane planted (sown),2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Kharif,Sugarcane ratoon,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Kharif,Sugarcane ratoon (harvest),2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Kharif,Turmeric,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Rabi,Paddy,3,380.0,1132.0,126.66666666666667,377.3333333333333,0.38372881355932204
Nalgonda,Chandampet,Rabi,Groundnut,2,1092.0,1013.0,546.0,506.5,0.3433898305084746
Nalgonda,Chandampet,Rabi,Ground nut,1,0.0,795.0,0.0,795.0,0.26949152542372884
Nalgonda,Chandampet,Rabi,Sunflower,3,2.0,10.0,0.6666666666666666,3.3333333333333335,0.003389830508474576
Nalgonda,Chandampet,Rabi,Bajra,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Rabi,Bengal Gram,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Rabi,Black Gram,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Rabi,Castor,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Rabi,Chillies,3,23.0,0.0,7.666666666666667,0.0,0.0
Nalgonda,Chandampet,Rabi,Cow Gram,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Rabi,Green Gram,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Rabi,Horse Gram,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Rabi,Jowar,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Rabi,Maize,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Rabi,Onion,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Rabi,Other crops,1,11.0,0.0,11.0,0.0,0.0
Nalgonda,Chandampet,Rabi,Red Gram,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Rabi,Sesamum,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Rabi,Sugarcane,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Rabi,Sugarcane planted (harvest),2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Rabi,Sugarcane planted (sown),2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandampet,Rabi,Sugarcane ratoon (harvest),2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandur,Kharif,Cotton,3,38462.0,39480.0,12820.666666666666,13160.0,0.9552845528455285
Nalgonda,Chandur,Kharif,Paddy,3,917.0,1129.0,305.6666666666667,376.3333333333333,0.027318041037553233
Nalgonda,Chandur,Kharif,Red Gram,3,526.0,630.0,175.33333333333334,210.0,0.01524390243902439
Nalgonda,Chandur,Kharif,Groundnut,3,37.0,57.0,12.333333333333334,19.0,0.0013792102206736353
Nalgonda,Chandur,Kharif,Soyabean,2,0.0,23.0,0.0,11.5,0.000556523422377081
Nalgonda,Chandur,Kharif,Maize,3,5.0,9.0,1.6666666666666667,3.0,0.00021777003484320557
Nalgonda,Chandur,Kharif,Bajra,3,4.0,0.0,1.3333333333333333,0.0,0.0
Nalgonda,Chandur,Kharif,Black Gram,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandur,Kharif,Castor,2,42.0,0.0,21.0,0.0,0.0
Nalgonda,Chandur,Kharif,Chillies,3,4.0,0.0,1.3333333333333333,0.0,0.0
Nalgonda,Chandur,Kharif,Ginger,1,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandur,Kharif,Green Gram,3,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandur,Kharif,Horse Gram,2,0.0,0.0,0.0,0.0,0.0
Nalgonda,Chandur,Kharif,Jowar,3,10.0,0.0,3.3333333333333335,0.0,0.0
