year,season,district,mandal,crop,normal_area,actual_area
2018-2019,Kharif,Adilabad,Adilabad R,Paddy Rainfed,0.0,0.0
2018-2019,Kharif,Adilabad,Mavala,Paddy Rainfed,0.0,0.0
2018-2019,Kharif,Adilabad,Adilabad U,Paddy Rainfed,0.0,0.0
2018-2019,Kharif,Adilabad,Jainath,Paddy Rainfed,0.0,0.0
2018-2019,Kharif,Adilabad,Bela,Paddy Rainfed,0.0,0.0
2018-2019,Kharif,Adilabad,Ichoda,Paddy Rainfed,0.0,0.0
2018-2019,Kharif,Adilabad,Srikonda,Paddy Rainfed,0.0,0.0
2018-2019,Kharif,Adilabad,Gudihathnoor,Paddy Rainfed,0.0,0.0
2018-2019,Kharif,Adilabad,Utnoor,Paddy Rainfed,0.0,0.0
2018-2019,Kharif,Adilabad,Inderavelly,Paddy Rainfed,0.0,0.0
2018-2019,Kharif,Adilabad,Narnoor,Paddy Rainfed,0.0,0.0
2018-2019,Kharif,Adilabad,Gadiguda,Paddy Rainfed,0.0,0.0
2018-2019,Kharif,Adilabad,Boath,Paddy Rainfed,0.0,0.0
2018-2019,Kharif,Adilabad,Bazarhatnoor,Paddy Rainfed,0.0,0.0
2018-2019,Kharif,Adilabad,Neradigonda,Paddy Rainfed,0.0,0.0
2018-2019,Kharif,Adilabad,Bheempur,Paddy Rainfed,0.0,0.0
2018-2019,Kharif,Adilabad,Tamsi,Paddy Rainfed,0.0,0.0
2018-2019,Kharif,Adilabad,Talamadugu,Paddy Rainfed,0.0,0.0
2018-2019,Kharif,Adilabad,Adilabad R,Jowar,376.0,98.0
2018-2019,Kharif,Adilabad,Mavala,Jowar,3.0,5.0
2018-2019,Kharif,Adilabad,Adilabad U,Jowar,0.0,2.0
2018-2019,Kharif,Adilabad,Jainath,Jowar,384.0,4.0
2018-2019,Kharif,Adilabad,Bela,Jowar,425.0,410.0
2018-2019,Kharif,Adilabad,Ichoda,Jowar,582.0,51.0
2018-2019,Kharif,Adilabad,Srikonda,Jowar,113.0,1.0
2018-2019,Kharif,Adilabad,Gudihathnoor,Jowar,402.0,12.0
2018-2019,Kharif,Adilabad,Utnoor,Jowar,1094.0,44.0
2018-2019,Kharif,Adilabad,Inderavelly,Jowar,1358.0,1007.0
2018-2019,Kharif,Adilabad,Narnoor,Jowar,1046.0,488.0
2018-2019,Kharif,Adilabad,Gadiguda,Jowar,201.0,482.0
2018-2019,Kharif,Adilabad,Boath,Jowar,178.0,58.0
2018-2019,Kharif,Adilabad,Bazarhatnoor,Jowar,93.0,6.0
2018-2019,Kharif,Adilabad,Neradigonda,Jowar,118.0,10.0
2018-2019,Kharif,Adilabad,Bheempur,Jowar,62.0,80.0
2018-2019,Kharif,Adilabad,Tamsi,Jowar,605.0,15.0
2018-2019,Kharif,Adilabad,Talamadugu,Jowar,351.0,10.0
2018-2019,Kharif,Adilabad,Adilabad R,Maize,9.0,10.0
2018-2019,Kharif,Adilabad,Mavala,Maize,0.0,0.0
2018-2019,Kharif,Adilabad,Adilabad U,Maize,0.0,0.0
2018-2019,Kharif,Adilabad,Jainath,Maize,0.0,0.0
2018-2019,Kharif,Adilabad,Bela,Maize,0.0,0.0
2018-2019,Kharif,Adilabad,Ichoda,Maize,17.0,21.0
2018-2019,Kharif,Adilabad,Srikonda,Maize,6.0,4.0
2018-2019,Kharif,Adilabad,Gudihathnoor,Maize,24.0,3.0
2018-2019,Kharif,Adilabad,Utnoor,Maize,139.0,211.0
2018-2019,Kharif,Adilabad,Inderavelly,Maize,58.0,78.0
2018-2019,Kharif,Adilabad,Narnoor,Maize,99.0,14.0
2018-2019,Kharif,Adilabad,Gadiguda,Maize,25.0,72.0
2018-2019,Kharif,Adilabad,Boath,Maize,18.0,8.0
2018-2019,Kharif,Adilabad,Bazarhatnoor,Maize,66.0,4.0
2018-2019,Kharif,Adilabad,Neradigonda,Maize,19.0,13.0
2018-2019,Kharif,Adilabad,Bheempur,Maize,0.0,1.0
2018-2019,Kharif,Adilabad,Tamsi,Maize,1.0,2.0
2018-2019,Kharif,Adilabad,Talamadugu,Maize,15.0,28.0
2018-2019,Kharif,Adilabad,Adilabad R,Horsegram,0.0,0.0
2018-2019,Kharif,Adilabad,Mavala,Horsegram,0.0,0.0
2018-2019,Kharif,Adilabad,Adilabad U,Horsegram,0.0,0.0
2018-2019,Kharif,Adilabad,Jainath,Horsegram,0.0,0.0
2018-2019,Kharif,Adilabad,Bela,Horsegram,0.0,0.0
2018-2019,Kharif,Adilabad,Ichoda,Horsegram,0.0,0.0
2018-2019,Kharif,Adilabad,Srikonda,Horsegram,0.0,0.0
2018-2019,Kharif,Adilabad,Gudihathnoor,Horsegram,0.0,0.0
2018-2019,Kharif,Adilabad,Utnoor,Horsegram,0.0,0.0
2018-2019,Kharif,Adilabad,Inderavelly,Horsegram,0.0,0.0
2018-2019,Kharif,Adilabad,Narnoor,Horsegram,0.0,0.0
2018-2019,Kharif,Adilabad,Gadiguda,Horsegram,0.0,0.0
2018-2019,Kharif,Adilabad,Boath,Horsegram,0.0,0.0
2018-2019,Kharif,Adilabad,Bazarhatnoor,Horsegram,0.0,0.0
2018-2019,Kharif,Adilabad,Neradigonda,Horsegram,0.0,0.0
2018-2019,Kharif,Adilabad,Bheempur,Horsegram,0.0,0.0
2018-2019,Kharif,Adilabad,Tamsi,Horsegram,0.0,0.0
2018-2019,Kharif,Adilabad,Talamadugu,Horsegram,0.0,0.0
2018-2019,Kharif,Adilabad,Adilabad R,Green gram,57.0,65.0
2018-2019,Kharif,Adilabad,Mavala,Green gram,4.0,3.0
2018-2019,Kharif,Adilabad,Adilabad U,Green gram,0.0,0.0
2018-2019,Kharif,Adilabad,Jainath,Green gram,5.0,3.0
2018-2019,Kharif,Adilabad,Bela,Green gram,33.0,0.0
2018-2019,Kharif,Adilabad,Ichoda,Green gram,100.0,31.0
2018-2019,Kharif,Adilabad,Srikonda,Green gram,26.0,8.0
2018-2019,Kharif,Adilabad,Gudihathnoor,Green gram,54.0,42.0
2018-2019,Kharif,Adilabad,Utnoor,Green gram,259.0,167.0
2018-2019,Kharif,Adilabad,Inderavelly,Green gram,247.0,296.0
2018-2019,Kharif,Adilabad,Narnoor,Green gram,281.0,108.0
2018-2019,Kharif,Adilabad,Gadiguda,Green gram,176.0,450.0
2018-2019,Kharif,Adilabad,Boath,Green gram,120.0,63.0
2018-2019,Kharif,Adilabad,Bazarhatnoor,Green gram,30.0,5.0
2018-2019,Kharif,Adilabad,Neradigonda,Green gram,98.0,19.0
2018-2019,Kharif,Adilabad,Bheempur,Green gram,43.0,30.0
2018-2019,Kharif,Adilabad,Tamsi,Green gram,75.0,20.0
2018-2019,Kharif,Adilabad,Talamadugu,Green gram,45.0,43.0
2018-2019,Kharif,Adilabad,Adilabad R,Black gram,32.0,67.0
2018-2019,Kharif,Adilabad,Mavala,Black gram,3.0,0.0
2018-2019,Kharif,Adilabad,Adilabad U,Black gram,0.0,0.0
2018-2019,Kharif,Adilabad,Jainath,Black gram,17.0,7.0
2018-2019,Kharif,Adilabad,Bela,Black gram,35.0,25.0
2018-2019,Kharif,Adilabad,Ichoda,Black gram,124.0,61.0
2018-2019,Kharif,Adilabad,Srikonda,Black gram,23.0,5.0
2018-2019,Kharif,Adilabad,Gudihathnoor,Black gram,69.0,69.0
2018-2019,Kharif,Adilabad,Utnoor,Black gram,455.0,108.0
2018-2019,Kharif,Adilabad,Inderavelly,Black gram,268.0,412.0
2018-2019,Kharif,Adilabad,Narnoor,Black gram,402.0,104.0
2018-2019,Kharif,Adilabad,Gadiguda,Black gram,216.0,470.0
2018-2019,Kharif,Adilabad,Boath,Black gram,175.0,64.0
2018-2019,Kharif,Adilabad,Bazarhatnoor,Black gram,76.0,7.0
2018-2019,Kharif,Adilabad,Neradigonda,Black gram,124.0,25.0
2018-2019,Kharif,Adilabad,Bheempur,Black gram,64.0,32.0
2018-2019,Kharif,Adilabad,Tamsi,Black gram,63.0,16.0
2018-2019,Kharif,Adilabad,Talamadugu,Black gram,57.0,52.0
2018-2019,Kharif,Adilabad,Adilabad R,Red gram,2444.0,2442.0
2018-2019,Kharif,Adilabad,Mavala,Red gram,55.0,144.0
2018-2019,Kharif,Adilabad,Adilabad U,Red gram,12.0,27.0
2018-2019,Kharif,Adilabad,Jainath,Red gram,1714.0,4213.0
2018-2019,Kharif,Adilabad,Bela,Red gram,1495.0,1992.0
2018-2019,Kharif,Adilabad,Ichoda,Red gram,1079.0,2027.0
2018-2019,Kharif,Adilabad,Srikonda,Red gram,232.0,659.0
2018-2019,Kharif,Adilabad,Gudihathnoor,Red gram,646.0,837.0
2018-2019,Kharif,Adilabad,Utnoor,Red gram,1482.0,1709.0
2018-2019,Kharif,Adilabad,Inderavelly,Red gram,970.0,1138.0
2018-2019,Kharif,Adilabad,Narnoor,Red gram,1100.0,1488.0
2018-2019,Kharif,Adilabad,Gadiguda,Red gram,130.0,1034.0
2018-2019,Kharif,Adilabad,Boath,Red gram,872.0,1122.0
2018-2019,Kharif,Adilabad,Bazarhatnoor,Red gram,1201.0,942.0
2018-2019,Kharif,Adilabad,Neradigonda,Red gram,817.0,675.0
2018-2019,Kharif,Adilabad,Bheempur,Red gram,634.0,1704.0
2018-2019,Kharif,Adilabad,Tamsi,Red gram,1326.0,726.0
2018-2019,Kharif,Adilabad,Talamadugu,Red gram,1076.0,1105.0
2018-2019,Kharif,Adilabad,Adilabad R,Cow gram,0.0,0.0
2018-2019,Kharif,Adilabad,Mavala,Cow gram,0.0,0.0
2018-2019,Kharif,Adilabad,Adilabad U,Cow gram,0.0,0.0
2018-2019,Kharif,Adilabad,Jainath,Cow gram,0.0,2.0
2018-2019,Kharif,Adilabad,Bela,Cow gram,0.0,28.0
2018-2019,Kharif,Adilabad,Ichoda,Cow gram,0.0,0.0
2018-2019,Kharif,Adilabad,Srikonda,Cow gram,0.0,0.0
2018-2019,Kharif,Adilabad,Gudihathnoor,Cow gram,0.0,0.0
2018-2019,Kharif,Adilabad,Utnoor,Cow gram,3.0,3.0
2018-2019,Kharif,Adilabad,Inderavelly,Cow gram,4.0,13.0
2018-2019,Kharif,Adilabad,Narnoor,Cow gram,8.0,10.0
2018-2019,Kharif,Adilabad,Gadiguda,Cow gram,8.0,3.0
2018-2019,Kharif,Adilabad,Boath,Cow gram,2.0,2.0
2018-2019,Kharif,Adilabad,Bazarhatnoor,Cow gram,0.0,0.0
2018-2019,Kharif,Adilabad,Neradigonda,Cow gram,0.0,0.0
2018-2019,Kharif,Adilabad,Bheempur,Cow gram,1.0,0.0
2018-2019,Kharif,Adilabad,Tamsi,Cow gram,0.0,2.0
2018-2019,Kharif,Adilabad,Talamadugu,Cow gram,11.0,34.0
2018-2019,Kharif,Adilabad,Adilabad R,Chillies,0.0,25.0
2018-2019,Kharif,Adilabad,Mavala,Chillies,0.0,0.0
2018-2019,Kharif,Adilabad,Adilabad U,Chillies,0.0,0.0
2018-2019,Kharif,Adilabad,Jainath,Chillies,5.0,32.0
2018-2019,Kharif,Adilabad,Bela,Chillies,10.0,0.0
2018-2019,Kharif,Adilabad,Ichoda,Chillies,0.0,0.0
2018-2019,Kharif,Adilabad,Srikonda,Chillies,1.0,0.0
2018-2019,Kharif,Adilabad,Gudihathnoor,Chillies,0.0,39.0
2018-2019,Kharif,Adilabad,Utnoor,Chillies,3.0,21.0
2018-2019,Kharif,Adilabad,Inderavelly,Chillies,5.0,0.0
2018-2019,Kharif,Adilabad,Narnoor,Chillies,3.0,8.0
2018-2019,Kharif,Adilabad,Gadiguda,Chillies,7.0,2.0
2018-2019,Kharif,Adilabad,Boath,Chillies,27.0,11.0
2018-2019,Kharif,Adilabad,Bazarhatnoor,Chillies,3.0,0.0
2018-2019,Kharif,Adilabad,Neradigonda,Chillies,1.0,20.0
2018-2019,Kharif,Adilabad,Bheempur,Chillies,3.0,4.0
2018-2019,Kharif,Adilabad,Tamsi,Chillies,6.0,0.0
2018-2019,Kharif,Adilabad,Talamadugu,Chillies,12.0,0.0
2018-2019,Kharif,Adilabad,Adilabad R,Turmeric,4.0,15.0
2018-2019,Kharif,Adilabad,Mavala,Turmeric,0.0,0.0
2018-2019,Kharif,Adilabad,Adilabad U,Turmeric,8.0,2.0
2018-2019,Kharif,Adilabad,Jainath,Turmeric,2.0,0.0
2018-2019,Kharif,Adilabad,Bela,Turmeric,0.0,5.0
2018-2019,Kharif,Adilabad,Ichoda,Turmeric,6.0,24.0
2018-2019,Kharif,Adilabad,Srikonda,Turmeric,0.0,7.0
2018-2019,Kharif,Adilabad,Gudihathnoor,Turmeric,1.0,3.0
2018-2019,Kharif,Adilabad,Utnoor,Turmeric,0.0,13.0
2018-2019,Kharif,Adilabad,Inderavelly,Turmeric,1.0,30.0
2018-2019,Kharif,Adilabad,Narnoor,Turmeric,0.0,0.0
2018-2019,Kharif,Adilabad,Gadiguda,Turmeric,0.0,0.0
2018-2019,Kharif,Adilabad,Boath,Turmeric,9.0,17.0
2018-2019,Kharif,Adilabad,Bazarhatnoor,Turmeric,2.0,0.0
2018-2019,Kharif,Adilabad,Neradigonda,Turmeric,12.0,14.0
2018-2019,Kharif,Adilabad,Bheempur,Turmeric,18.0,26.0
2018-2019,Kharif,Adilabad,Tamsi,Turmeric,10.0,11.0
2018-2019,Kharif,Adilabad,Talamadugu,Turmeric,16.0,56.0
2018-2019,Kharif,Adilabad,Adilabad R,Sugarcane,0.0,0.0
2018-2019,Kharif,Adilabad,Mavala,Sugarcane,0.0,0.0
2018-2019,Kharif,Adilabad,Adilabad U,Sugarcane,0.0,0.0
2018-2019,Kharif,Adilabad,Jainath,Sugarcane,1.0,2.0
2018-2019,Kharif,Adilabad,Bela,Sugarcane,0.0,0.0
2018-2019,Kharif,Adilabad,Ichoda,Sugarcane,0.0,2.0
2018-2019,Kharif,Adilabad,Srikonda,Sugarcane,0.0,0.0
2018-2019,Kharif,Adilabad,Gudihathnoor,Sugarcane,0.0,0.0
2018-2019,Kharif,Adilabad,Utnoor,Sugarcane,1.0,2.0
2018-2019,Kharif,Adilabad,Inderavelly,Sugarcane,0.0,1.0
2018-2019,Kharif,Adilabad,Narnoor,Sugarcane,1.0,0.0
2018-2019,Kharif,Adilabad,Gadiguda,Sugarcane,0.0,0.0
2018-2019,Kharif,Adilabad,Boath,Sugarcane,0.0,0.0
2018-2019,Kharif,Adilabad,Bazarhatnoor,Sugarcane,0.0,0.0
2018-2019,Kharif,Adilabad,Neradigonda,Sugarcane,0.0,0.0
2018-2019,Kharif,Adilabad,Bheempur,Sugarcane,0.0,0.0
2018-2019,Kharif,Adilabad,Tamsi,Sugarcane,0.0,0.0
2018-2019,Kharif,Adilabad,Talamadugu,Sugarcane,0.0,0.0
2018-2019,Kharif,Adilabad,Adilabad R,Potato,0.0,0.0
2018-2019,Kharif,Adilabad,Mavala,Potato,0.0,0.0
2018-2019,Kharif,Adilabad,Adilabad U,Potato,0.0,0.0
2018-2019,Kharif,Adilabad,Jainath,Potato,0.0,0.0
2018-2019,Kharif,Adilabad,Bela,Potato,0.0,0.0
2018-2019,Kharif,Adilabad,Ichoda,Potato,0.0,0.0
2018-2019,Kharif,Adilabad,Srikonda,Potato,0.0,0.0
2018-2019,Kharif,Adilabad,Gudihathnoor,Potato,0.0,0.0
2018-2019,Kharif,Adilabad,Utnoor,Potato,0.0,0.0
2018-2019,Kharif,Adilabad,Inderavelly,Potato,0.0,0.0
2018-2019,Kharif,Adilabad,Narnoor,Potato,0.0,0.0
2018-2019,Kharif,Adilabad,Gadiguda,Potato,0.0,0.0
2018-2019,Kharif,Adilabad,Boath,Potato,0.0,0.0
2018-2019,Kharif,Adilabad,Bazarhatnoor,Potato,0.0,0.0
2018-2019,Kharif,Adilabad,Neradigonda,Potato,0.0,0.0
2018-2019,Kharif,Adilabad,Bheempur,Potato,0.0,0.0
2018-2019,Kharif,Adilabad,Tamsi,Potato,0.0,0.0
2018-2019,Kharif,Adilabad,Talamadugu,Potato,0.0,0.0
2018-2019,Kharif,Adilabad,Adilabad R,Onion,0.0,0.0
2018-2019,Kharif,Adilabad,Mavala,Onion,0.0,0.0
2018-2019,Kharif,Adilabad,Adilabad U,Onion,0.0,0.0
2018-2019,Kharif,Adilabad,Jainath,Onion,0.0,0.0
2018-2019,Kharif,Adilabad,Bela,Onion,0.0,0.0
2018-2019,Kharif,Adilabad,Ichoda,Onion,0.0,0.0
2018-2019,Kharif,Adilabad,Srikonda,Onion,0.0,0.0
2018-2019,Kharif,Adilabad,Gudihathnoor,Onion,0.0,0.0
2018-2019,Kharif,Adilabad,Utnoor,Onion,0.0,0.0
2018-2019,Kharif,Adilabad,Inderavelly,Onion,0.0,0.0
2018-2019,Kharif,Adilabad,Narnoor,Onion,1.0,0.0
2018-2019,Kharif,Adilabad,Gadiguda,Onion,0.0,0.0
2018-2019,Kharif,Adilabad,Boath,Onion,0.0,0.0
2018-2019,Kharif,Adilabad,Bazarhatnoor,Onion,0.0,0.0
2018-2019,Kharif,Adilabad,Neradigonda,Onion,0.0,0.0
2018-2019,Kharif,Adilabad,Bheempur,Onion,0.0,0.0
2018-2019,Kharif,Adilabad,Tamsi,Onion,0.0,0.0
2018-2019,Kharif,Adilabad,Talamadugu,Onion,0.0,0.0
2018-2019,Kharif,Adilabad,Adilabad R,Other Food Crops,136.0,109.0
2018-2019,Kharif,Adilabad,Mavala,Other Food Crops,15.0,43.0
2018-2019,Kharif,Adilabad,Adilabad U,Other Food Crops,3.0,23.0
2018-2019,Kharif,Adilabad,Jainath,Other Food Crops,55.0,183.0
2018-2019,Kharif,Adilabad,Bela,Other Food Crops,44.0,85.0
2018-2019,Kharif,Adilabad,Ichoda,Other Food Crops,100.0,212.0
2018-2019,Kharif,Adilabad,Srikonda,Other Food Crops,13.0,96.0
2018-2019,Kharif,Adilabad,Gudihathnoor,Other Food Crops,197.0,791.0
2018-2019,Kharif,Adilabad,Utnoor,Other Food Crops,147.0,152.0
2018-2019,Kharif,Adilabad,Inderavelly,Other Food Crops,69.0,578.0
2018-2019,Kharif,Adilabad,Narnoor,Other Food Crops,54.0,41.0
2018-2019,Kharif,Adilabad,Gadiguda,Other Food Crops,28.0,4.0
2018-2019,Kharif,Adilabad,Boath,Other Food Crops,43.0,70.0
2018-2019,Kharif,Adilabad,Bazarhatnoor,Other Food Crops,32.0,50.0
2018-2019,Kharif,Adilabad,Neradigonda,Other Food Crops,37.0,79.0
2018-2019,Kharif,Adilabad,Bheempur,Other Food Crops,5.0,31.0
2018-2019,Kharif,Adilabad,Tamsi,Other Food Crops,10.0,59.0
2018-2019,Kharif,Adilabad,Talamadugu,Other Food Crops,70.0,90.0
2018-2019,Kharif,Adilabad,Adilabad R,Cotton,10451.0,10442.0
2018-2019,Kharif,Adilabad,Mavala,Cotton,264.0,554.0
2018-2019,Kharif,Adilabad,Adilabad U,Cotton,38.0,139.0
2018-2019,Kharif,Adilabad,Jainath,Cotton,13941.0,12343.0
2018-2019,Kharif,Adilabad,Bela,Cotton,11398.0,10632.0
2018-2019,Kharif,Adilabad,Ichoda,Cotton,8345.0,9219.0
2018-2019,Kharif,Adilabad,Srikonda,Cotton,1212.0,3847.0
2018-2019,Kharif,Adilabad,Gudihathnoor,Cotton,6930.0,7502.0
2018-2019,Kharif,Adilabad,Utnoor,Cotton,8071.0,11743.0
2018-2019,Kharif,Adilabad,Inderavelly,Cotton,7675.0,9973.0
2018-2019,Kharif,Adilabad,Narnoor,Cotton,8377.0,7777.0
2018-2019,Kharif,Adilabad,Gadiguda,Cotton,1000.0,7715.0
2018-2019,Kharif,Adilabad,Boath,Cotton,9236.0,9316.0
2018-2019,Kharif,Adilabad,Bazarhatnoor,Cotton,6818.0,8233.0
2018-2019,Kharif,Adilabad,Neradigonda,Cotton,5841.0,6678.0
2018-2019,Kharif,Adilabad,Bheempur,Cotton,2875.0,9000.0
2018-2019,Kharif,Adilabad,Tamsi,Cotton,9699.0,5213.0
2018-2019,Kharif,Adilabad,Talamadugu,Cotton,12109.0,12124.0
2018-2019,Kharif,Adilabad,Adilabad R,Mesta,0.0,0.0
2018-2019,Kharif,Adilabad,Mavala,Mesta,0.0,0.0
2018-2019,Kharif,Adilabad,Adilabad U,Mesta,0.0,0.0
2018-2019,Kharif,Adilabad,Jainath,Mesta,0.0,0.0
2018-2019,Kharif,Adilabad,Bela,Mesta,0.0,0.0
2018-2019,Kharif,Adilabad,Ichoda,Mesta,0.0,0.0
2018-2019,Kharif,Adilabad,Srikonda,Mesta,0.0,0.0
2018-2019,Kharif,Adilabad,Gudihathnoor,Mesta,0.0,0.0
2018-2019,Kharif,Adilabad,Utnoor,Mesta,0.0,0.0
2018-2019,Kharif,Adilabad,Inderavelly,Mesta,0.0,0.0
2018-2019,Kharif,Adilabad,Narnoor,Mesta,0.0,0.0
2018-2019,Kharif,Adilabad,Gadiguda,Mesta,0.0,0.0
2018-2019,Kharif,Adilabad,Boath,Mesta,0.0,0.0
2018-2019,Kharif,Adilabad,Bazarhatnoor,Mesta,0.0,0.0
2018-2019,Kharif,Adilabad,Neradigonda,Mesta,0.0,0.0
2018-2019,Kharif,Adilabad,Bheempur,Mesta,0.0,0.0
