year,season,district,mandal,crop,normal_area,actual_area
2017-2018,Rabi,Karimnagar,Shankarapatnam,Sesamum,0.0,1.0
2017-2018,Rabi,Karimnagar,Gangadhara,Sesamum,6.8,0.0
2017-2018,Rabi,Karimnagar,Ramadugu,Sesamum,0.8,0.0
2017-2018,Rabi,Karimnagar,Choppadandi,Sesamum,20.4,5.0
2017-2018,Rabi,Karimnagar,Huzurabad,Sesamum,2.6,1.0
2017-2018,Rabi,Karimnagar,Veenavanka,Sesamum,0.2,0.0
2017-2018,Rabi,Karimnagar,Jammikunta,Sesamum,1.6,2.0
2017-2018,Rabi,Karimnagar,Ellandhakunta,Sesamum,2.0,0.0
2017-2018,Rabi,Karimnagar,Saidapur,Sesamum,0.0,0.0
2017-2018,Rabi,Karimnagar,Karimnagar Rural,Tobacco,0.0,0.0
2017-2018,Rabi,Karimnagar,Kothapally,Tobacco,0.0,0.0
2017-2018,Rabi,Karimnagar,Manakondur,Tobacco,0.0,0.0
2017-2018,Rabi,Karimnagar,Thimmapur,Tobacco,0.0,0.0
2017-2018,Rabi,Karimnagar,Chigurumamidi,Tobacco,1.0,0.0
2017-2018,Rabi,Karimnagar,Ganneruvaram,Tobacco,0.0,0.0
2017-2018,Rabi,Karimnagar,Shankarapatnam,Tobacco,0.0,0.0
2017-2018,Rabi,Karimnagar,Gangadhara,Tobacco,0.0,0.0
2017-2018,Rabi,Karimnagar,Ramadugu,Tobacco,0.0,0.0
2017-2018,Rabi,Karimnagar,Choppadandi,Tobacco,0.0,0.0
2017-2018,Rabi,Karimnagar,Huzurabad,Tobacco,0.0,0.0
2017-2018,Rabi,Karimnagar,Veenavanka,Tobacco,0.0,0.0
2017-2018,Rabi,Karimnagar,Jammikunta,Tobacco,0.0,1.0
2017-2018,Rabi,Karimnagar,Ellandhakunta,Tobacco,0.0,0.0
2017-2018,Rabi,Karimnagar,Saidapur,Tobacco,16.8,48.0
2018-2019,Kharif,Nizamabad,Nizamabad North,Paddy,246.0,105.6
2018-2019,Kharif,Nizamabad,Nizamabad South,Paddy,157.0,269.2
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Paddy,2324.0,3621.6
2018-2019,Kharif,Nizamabad,Mugpal,Paddy,2456.0,3086.0
2018-2019,Kharif,Nizamabad,Dichpally,Paddy,4236.0,3418.8
2018-2019,Kharif,Nizamabad,Indalwai,Paddy,1665.0,2392.0
2018-2019,Kharif,Nizamabad,Jakranpally,Paddy,1688.8,1940.4
2018-2019,Kharif,Nizamabad,Dharpally,Paddy,3783.0,4462.8
2018-2019,Kharif,Nizamabad,Sirikonda,Paddy,5744.0,5793.6
2018-2019,Kharif,Nizamabad,Armoor,Paddy,2776.6,3594.4
2018-2019,Kharif,Nizamabad,Makloor,Paddy,4784.2,5672.4
2018-2019,Kharif,Nizamabad,Nandipet,Paddy,5093.6,4822.4
2018-2019,Kharif,Nizamabad,Bheemgal,Paddy,4913.6,5201.2
2018-2019,Kharif,Nizamabad,Morthad,Paddy,1538.0,2017.2
2018-2019,Kharif,Nizamabad,Yergatla,Paddy,1395.0,1529.2
2018-2019,Kharif,Nizamabad,Kammarpally,Paddy,2579.8,2954.4
2018-2019,Kharif,Nizamabad,Balkonda,Paddy,849.0,1058.4
2018-2019,Kharif,Nizamabad,Mupkal,Paddy,815.0,1018.4
2018-2019,Kharif,Nizamabad,Mendora,Paddy,1141.0,1472.4
2018-2019,Kharif,Nizamabad,Vailpoor,Paddy,2290.0,2201.6
2018-2019,Kharif,Nizamabad,Bodhan,Paddy,8234.2,10342.8
2018-2019,Kharif,Nizamabad,Yedapally,Paddy,3493.6,3989.6
2018-2019,Kharif,Nizamabad,Renjal,Paddy,2841.6,3652.0
2018-2019,Kharif,Nizamabad,Navipet,Paddy,4492.0,6806.4
2018-2019,Kharif,Nizamabad,Kotagiri,Paddy,4835.0,8249.6
2018-2019,Kharif,Nizamabad,Rudrur,Paddy,1883.0,2704.0
2018-2019,Kharif,Nizamabad,Varni,Paddy,6234.0,6968.4
2018-2019,Kharif,Nizamabad,Nizamabad North,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad South,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Mugpal,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Dichpally,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Indalwai,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Jakranpally,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Dharpally,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Sirikonda,Jowar,1.0,0.0
2018-2019,Kharif,Nizamabad,Armoor,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Makloor,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Nandipet,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Bheemgal,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Morthad,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Yergatla,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Kammarpally,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Balkonda,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Mupkal,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Mendora,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Vailpoor,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Bodhan,Jowar,1.4,0.0
2018-2019,Kharif,Nizamabad,Yedapally,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Renjal,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Navipet,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Kotagiri,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Rudrur,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Varni,Jowar,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad North,Maize,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad South,Maize,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Maize,36.0,1.2
2018-2019,Kharif,Nizamabad,Mugpal,Maize,107.0,94.0
2018-2019,Kharif,Nizamabad,Dichpally,Maize,459.0,258.8
2018-2019,Kharif,Nizamabad,Indalwai,Maize,104.0,154.0
2018-2019,Kharif,Nizamabad,Jakranpally,Maize,2080.0,2097.2
2018-2019,Kharif,Nizamabad,Dharpally,Maize,491.0,487.6
2018-2019,Kharif,Nizamabad,Sirikonda,Maize,496.0,438.4
2018-2019,Kharif,Nizamabad,Armoor,Maize,1957.4,3134.8
2018-2019,Kharif,Nizamabad,Makloor,Maize,85.8,82.0
2018-2019,Kharif,Nizamabad,Nandipet,Maize,1012.2,1452.8
2018-2019,Kharif,Nizamabad,Bheemgal,Maize,442.6,408.0
2018-2019,Kharif,Nizamabad,Morthad,Maize,1435.0,1772.4
2018-2019,Kharif,Nizamabad,Yergatla,Maize,1505.0,1337.6
2018-2019,Kharif,Nizamabad,Kammarpally,Maize,2504.8,2192.8
2018-2019,Kharif,Nizamabad,Balkonda,Maize,772.0,1273.2
2018-2019,Kharif,Nizamabad,Mupkal,Maize,640.0,758.4
2018-2019,Kharif,Nizamabad,Mendora,Maize,962.0,1311.6
2018-2019,Kharif,Nizamabad,Vailpoor,Maize,2285.0,2801.2
2018-2019,Kharif,Nizamabad,Bodhan,Maize,1.4,18.4
2018-2019,Kharif,Nizamabad,Yedapally,Maize,0.0,0.0
2018-2019,Kharif,Nizamabad,Renjal,Maize,2.4,0.0
2018-2019,Kharif,Nizamabad,Navipet,Maize,28.8,14.4
2018-2019,Kharif,Nizamabad,Kotagiri,Maize,23.6,10.4
2018-2019,Kharif,Nizamabad,Rudrur,Maize,17.0,4.0
2018-2019,Kharif,Nizamabad,Varni,Maize,323.0,817.6
2018-2019,Kharif,Nizamabad,Nizamabad North,Red Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad South,Red Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Red Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Mugpal,Red Gram,1.0,0.0
2018-2019,Kharif,Nizamabad,Dichpally,Red Gram,47.6,4.4
2018-2019,Kharif,Nizamabad,Indalwai,Red Gram,14.0,9.2
2018-2019,Kharif,Nizamabad,Jakranpally,Red Gram,44.0,29.2
2018-2019,Kharif,Nizamabad,Dharpally,Red Gram,17.0,14.8
2018-2019,Kharif,Nizamabad,Sirikonda,Red Gram,14.0,15.2
2018-2019,Kharif,Nizamabad,Armoor,Red Gram,42.8,48.8
2018-2019,Kharif,Nizamabad,Makloor,Red Gram,8.2,0.0
2018-2019,Kharif,Nizamabad,Nandipet,Red Gram,3.8,47.6
2018-2019,Kharif,Nizamabad,Bheemgal,Red Gram,30.8,8.0
2018-2019,Kharif,Nizamabad,Morthad,Red Gram,45.0,19.2
2018-2019,Kharif,Nizamabad,Yergatla,Red Gram,20.0,16.4
2018-2019,Kharif,Nizamabad,Kammarpally,Red Gram,27.8,49.6
2018-2019,Kharif,Nizamabad,Balkonda,Red Gram,12.0,14.8
2018-2019,Kharif,Nizamabad,Mupkal,Red Gram,5.0,7.2
2018-2019,Kharif,Nizamabad,Mendora,Red Gram,5.0,5.2
2018-2019,Kharif,Nizamabad,Vailpoor,Red Gram,59.8,44.4
2018-2019,Kharif,Nizamabad,Bodhan,Red Gram,385.0,1015.6
2018-2019,Kharif,Nizamabad,Yedapally,Red Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Renjal,Red Gram,30.0,50.8
2018-2019,Kharif,Nizamabad,Navipet,Red Gram,10.6,0.0
2018-2019,Kharif,Nizamabad,Kotagiri,Red Gram,145.8,226.0
2018-2019,Kharif,Nizamabad,Rudrur,Red Gram,3.2,0.0
2018-2019,Kharif,Nizamabad,Varni,Red Gram,22.6,43.2
2018-2019,Kharif,Nizamabad,Nizamabad North,Green Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad South,Green Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Green Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Mugpal,Green Gram,2.0,0.0
2018-2019,Kharif,Nizamabad,Dichpally,Green Gram,21.2,0.0
2018-2019,Kharif,Nizamabad,Indalwai,Green Gram,7.0,0.0
2018-2019,Kharif,Nizamabad,Jakranpally,Green Gram,16.8,20.0
2018-2019,Kharif,Nizamabad,Dharpally,Green Gram,36.0,12.0
2018-2019,Kharif,Nizamabad,Sirikonda,Green Gram,2.4,0.0
2018-2019,Kharif,Nizamabad,Armoor,Green Gram,7.6,8.4
2018-2019,Kharif,Nizamabad,Makloor,Green Gram,8.4,0.0
2018-2019,Kharif,Nizamabad,Nandipet,Green Gram,9.2,0.0
2018-2019,Kharif,Nizamabad,Bheemgal,Green Gram,19.2,0.0
2018-2019,Kharif,Nizamabad,Morthad,Green Gram,3.0,0.8
2018-2019,Kharif,Nizamabad,Yergatla,Green Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Kammarpally,Green Gram,15.4,13.6
2018-2019,Kharif,Nizamabad,Balkonda,Green Gram,2.2,3.6
2018-2019,Kharif,Nizamabad,Mupkal,Green Gram,0.8,0.8
2018-2019,Kharif,Nizamabad,Mendora,Green Gram,1.0,3.6
2018-2019,Kharif,Nizamabad,Vailpoor,Green Gram,14.8,18.8
2018-2019,Kharif,Nizamabad,Bodhan,Green Gram,173.8,126.0
2018-2019,Kharif,Nizamabad,Yedapally,Green Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Renjal,Green Gram,31.6,53.6
2018-2019,Kharif,Nizamabad,Navipet,Green Gram,8.6,0.8
2018-2019,Kharif,Nizamabad,Kotagiri,Green Gram,135.4,80.4
2018-2019,Kharif,Nizamabad,Rudrur,Green Gram,3.6,0.0
2018-2019,Kharif,Nizamabad,Varni,Green Gram,9.6,0.0
2018-2019,Kharif,Nizamabad,Nizamabad North,Black Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad South,Black Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Black Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Mugpal,Black Gram,2.0,0.0
2018-2019,Kharif,Nizamabad,Dichpally,Black Gram,26.8,0.0
2018-2019,Kharif,Nizamabad,Indalwai,Black Gram,8.0,0.8
2018-2019,Kharif,Nizamabad,Jakranpally,Black Gram,26.8,18.8
2018-2019,Kharif,Nizamabad,Dharpally,Black Gram,32.0,9.2
2018-2019,Kharif,Nizamabad,Sirikonda,Black Gram,2.0,0.0
2018-2019,Kharif,Nizamabad,Armoor,Black Gram,7.8,8.4
2018-2019,Kharif,Nizamabad,Makloor,Black Gram,11.8,0.0
2018-2019,Kharif,Nizamabad,Nandipet,Black Gram,12.0,24.0
2018-2019,Kharif,Nizamabad,Bheemgal,Black Gram,15.0,0.8
2018-2019,Kharif,Nizamabad,Morthad,Black Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Yergatla,Black Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Kammarpally,Black Gram,8.0,19.2
2018-2019,Kharif,Nizamabad,Balkonda,Black Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Mupkal,Black Gram,1.6,0.0
2018-2019,Kharif,Nizamabad,Mendora,Black Gram,0.2,0.0
2018-2019,Kharif,Nizamabad,Vailpoor,Black Gram,16.8,19.2
2018-2019,Kharif,Nizamabad,Bodhan,Black Gram,247.4,207.2
2018-2019,Kharif,Nizamabad,Yedapally,Black Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Renjal,Black Gram,59.8,64.0
2018-2019,Kharif,Nizamabad,Navipet,Black Gram,11.0,0.4
2018-2019,Kharif,Nizamabad,Kotagiri,Black Gram,131.2,88.8
2018-2019,Kharif,Nizamabad,Rudrur,Black Gram,3.8,0.0
2018-2019,Kharif,Nizamabad,Varni,Black Gram,8.6,0.0
2018-2019,Kharif,Nizamabad,Nizamabad North,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad South,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Mugpal,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Dichpally,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Indalwai,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Jakranpally,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Dharpally,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Sirikonda,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Armoor,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Makloor,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Nandipet,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Bheemgal,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Morthad,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Yergatla,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Kammarpally,Horse Gram,2.0,0.0
2018-2019,Kharif,Nizamabad,Balkonda,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Mupkal,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Mendora,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Vailpoor,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Bodhan,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Yedapally,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Renjal,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Navipet,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Kotagiri,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Rudrur,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Varni,Horse Gram,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad North,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad South,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Mugpal,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Dichpally,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Indalwai,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Jakranpally,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Dharpally,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Sirikonda,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Armoor,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Makloor,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Nandipet,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Bheemgal,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Morthad,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Yergatla,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Kammarpally,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Balkonda,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Mupkal,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Mendora,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Vailpoor,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Bodhan,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Yedapally,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Renjal,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Navipet,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Kotagiri,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Rudrur,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Varni,Other pulses,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad North,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad South,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Mugpal,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Dichpally,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Indalwai,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Jakranpally,Groundnut,4.4,0.0
2018-2019,Kharif,Nizamabad,Dharpally,Groundnut,0.4,2.0
2018-2019,Kharif,Nizamabad,Sirikonda,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Armoor,Groundnut,22.2,0.0
2018-2019,Kharif,Nizamabad,Makloor,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Nandipet,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Bheemgal,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Morthad,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Yergatla,Groundnut,0.6,2.8
2018-2019,Kharif,Nizamabad,Kammarpally,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Balkonda,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Mupkal,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Mendora,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Vailpoor,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Bodhan,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Yedapally,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Renjal,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Navipet,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Kotagiri,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Rudrur,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Varni,Groundnut,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad North,Soyabean,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad South,Soyabean,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Soyabean,498.0,19.2
2018-2019,Kharif,Nizamabad,Mugpal,Soyabean,945.0,132.8
2018-2019,Kharif,Nizamabad,Dichpally,Soyabean,1932.0,356.0
2018-2019,Kharif,Nizamabad,Indalwai,Soyabean,952.0,909.6
2018-2019,Kharif,Nizamabad,Jakranpally,Soyabean,2666.4,1136.0
2018-2019,Kharif,Nizamabad,Dharpally,Soyabean,1614.0,594.4
2018-2019,Kharif,Nizamabad,Sirikonda,Soyabean,1232.0,908.0
2018-2019,Kharif,Nizamabad,Armoor,Soyabean,4859.0,2079.2
2018-2019,Kharif,Nizamabad,Makloor,Soyabean,1221.2,410.8
2018-2019,Kharif,Nizamabad,Nandipet,Soyabean,4378.4,4745.6
2018-2019,Kharif,Nizamabad,Bheemgal,Soyabean,2807.0,2079.2
2018-2019,Kharif,Nizamabad,Morthad,Soyabean,1805.0,1290.4
2018-2019,Kharif,Nizamabad,Yergatla,Soyabean,1210.0,927.6
2018-2019,Kharif,Nizamabad,Kammarpally,Soyabean,2065.6,1206.8
2018-2019,Kharif,Nizamabad,Balkonda,Soyabean,1157.0,530.4
2018-2019,Kharif,Nizamabad,Mupkal,Soyabean,1078.0,776.4
2018-2019,Kharif,Nizamabad,Mendora,Soyabean,1433.0,376.8
2018-2019,Kharif,Nizamabad,Vailpoor,Soyabean,3354.4,1554.0
2018-2019,Kharif,Nizamabad,Bodhan,Soyabean,7671.0,8216.8
2018-2019,Kharif,Nizamabad,Yedapally,Soyabean,131.8,16.0
2018-2019,Kharif,Nizamabad,Renjal,Soyabean,2254.8,2910.4
2018-2019,Kharif,Nizamabad,Navipet,Soyabean,687.2,114.8
2018-2019,Kharif,Nizamabad,Kotagiri,Soyabean,4010.0,2505.2
2018-2019,Kharif,Nizamabad,Rudrur,Soyabean,416.0,90.0
2018-2019,Kharif,Nizamabad,Varni,Soyabean,951.0,381.2
2018-2019,Kharif,Nizamabad,Nizamabad North,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad South,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Mugpal,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Dichpally,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Indalwai,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Jakranpally,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Dharpally,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Sirikonda,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Armoor,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Makloor,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Nandipet,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Bheemgal,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Morthad,Other oil seeds,0.0,0.8
2018-2019,Kharif,Nizamabad,Yergatla,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Kammarpally,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Balkonda,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Mupkal,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Mendora,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Vailpoor,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Bodhan,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Yedapally,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Renjal,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Navipet,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Kotagiri,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Rudrur,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Varni,Other oil seeds,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad North,Cotton,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad South,Cotton,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Cotton,2.0,0.0
2018-2019,Kharif,Nizamabad,Mugpal,Cotton,0.0,0.0
2018-2019,Kharif,Nizamabad,Dichpally,Cotton,26.8,82.0
2018-2019,Kharif,Nizamabad,Indalwai,Cotton,71.0,240.8
2018-2019,Kharif,Nizamabad,Jakranpally,Cotton,0.0,0.0
2018-2019,Kharif,Nizamabad,Dharpally,Cotton,11.0,8.8
2018-2019,Kharif,Nizamabad,Sirikonda,Cotton,60.0,85.6
2018-2019,Kharif,Nizamabad,Armoor,Cotton,2.0,0.0
2018-2019,Kharif,Nizamabad,Makloor,Cotton,0.0,0.0
2018-2019,Kharif,Nizamabad,Nandipet,Cotton,0.0,0.0
2018-2019,Kharif,Nizamabad,Bheemgal,Cotton,51.8,90.8
2018-2019,Kharif,Nizamabad,Morthad,Cotton,0.0,0.0
2018-2019,Kharif,Nizamabad,Yergatla,Cotton,0.0,0.0
2018-2019,Kharif,Nizamabad,Kammarpally,Cotton,110.4,0.0
2018-2019,Kharif,Nizamabad,Balkonda,Cotton,0.0,0.0
2018-2019,Kharif,Nizamabad,Mupkal,Cotton,0.0,0.0
2018-2019,Kharif,Nizamabad,Mendora,Cotton,0.0,0.0
2018-2019,Kharif,Nizamabad,Vailpoor,Cotton,0.0,0.0
2018-2019,Kharif,Nizamabad,Bodhan,Cotton,1154.0,376.4
2018-2019,Kharif,Nizamabad,Yedapally,Cotton,15.4,0.0
2018-2019,Kharif,Nizamabad,Renjal,Cotton,310.0,202.8
2018-2019,Kharif,Nizamabad,Navipet,Cotton,30.6,1.6
2018-2019,Kharif,Nizamabad,Kotagiri,Cotton,178.4,119.6
2018-2019,Kharif,Nizamabad,Rudrur,Cotton,0.0,0.0
2018-2019,Kharif,Nizamabad,Varni,Cotton,13.2,31.2
2018-2019,Kharif,Nizamabad,Nizamabad North,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad South,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Nizamabad Rural,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Mugpal,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Dichpally,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Indalwai,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Jakranpally,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Dharpally,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Sirikonda,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Armoor,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Makloor,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Nandipet,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Bheemgal,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Morthad,Tobacco,0.0,0.0
2018-2019,Kharif,Nizamabad,Yergatla,Tobacco,0.0,0.0
